indice,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,franja
286,35897375,40172019,45420192,51551196,56661332,65356784,74725156,81594911,84701688,84740187,85565386,81458393,81499565,83497344,84149287,85286349,87525554,93577848,102147806,104344228,110246882,120573431,138079650,57100
287,35225784,39323107,43769092,49147553,55801783,63617831,73315133,80875395,82765188,83515810,82208267,79708366,81373339,82518017,81736730,81235241,84500755,91912445,96717764,96658581,106928976,120360066,135420827,57300
288,34159510,39780475,43194228,47245898,56135791,64948213,77163748,84499372,81306205,84429826,84605404,82560889,81689651,85851999,81072445,84976326,85884726,92202369,97964799,100091982,109020882,120523345,136529792,57500
289,34949780,40204519,45637226,49910910,55598896,66017448,75901756,79716756,81345827,82121902,83539963,80143752,80415246,81248543,81631755,83307058,83513384,90781753,97608871,97755242,107312745,116936168,133982163,57700
290,32472785,37519138,42896332,45983057,52963132,63973759,71066988,78188882,80423423,79400253,81061072,78022455,80444268,82638858,81387911,82062473,85828620,90926738,95858277,97723123,105293821,116688778,133148012,57900
291,33127549,36932719,42382684,47834938,53289709,60660340,75375776,78825891,80308249,80292857,77114944,80405282,79847225,80375797,81888265,83502133,85250957,90175839,99436828,98634808,103992332,119594927,133909305,58100
292,33228030,36942715,41424041,46119217,53335261,61897911,69319076,77052604,78008628,78652328,76390171,76948210,77852929,79211590,80064064,79635474,83828633,89173652,93981768,97263688,106010302,115991465,131150062,58300
293,32001555,39552865,43945209,49043498,52990501,60368985,71598855,76808213,77558854,77865861,77771104,74831564,76297228,78192392,78781254,80015172,84976831,89223757,95024749,98900003,109120241,118195048,131557585,58500
294,30552308,36018018,40657190,45114332,52929125,61008739,68773868,73759975,79793117,77134902,75367436,73912105,76435351,76340260,77227469,79347303,84924638,86550208,93257811,94557531,104544085,114909971,125764872,58700
295,34759213,39454111,42997733,47004094,53487664,60594159,72072689,76338394,78476904,78768490,77597529,75515169,77272084,76537447,76299844,80355617,82854294,88173981,93588116,98956402,103026201,114177826,128021660,58900
296,32511395,36502665,39682276,46971128,52045260,62557933,71074000,76144684,78144013,78525861,77075938,76290898,78184620,77441034,75830960,79606835,83833939,91333199,95503387,94536606,103748881,113965178,128704232,59100
297,31755933,36975697,40063327,43972896,53314066,61056907,69080846,73883564,76048238,78103042,75904705,73857282,74498147,72772754,73642370,76867329,81102917,87387931,93748339,95574734,103119483,112497901,128450657,59300
298,30778090,34491042,39091889,45099950,52522477,59884444,67725096,74909369,77774547,74739265,77260854,72001103,75589085,75392936,75597702,78298842,81126748,92568453,95207773,97187106,100719740,117012197,128233001,59500
299,31044051,34968376,37706327,43839778,51703553,59049846,67272438,74856105,74979671,75252055,73951994,71109980,72763578,74083042,77622498,78094215,77589251,86327789,91392772,96909968,100951916,111699904,125146308,59700
300,31997885,35005236,39720890,45137414,52551520,61660150,72948717,80160006,76877208,77363310,81286679,74308225,78685396,78612826,77340508,82396678,85435380,90123976,95581097,100644636,107800296,118435976,130644485,59900
301,40491493,45871464,48908698,58099905,63467377,73254585,88239689,94447914,95500660,96168006,98033289,92687287,93639579,94712025,92512756,98404110,102292540,111221151,123967678,122244292,136005652,148606588,162434119,60100
302,29294001,34664797,38826869,44924497,49959602,56484434,64973303,72865108,74153722,71961857,75593158,71265131,74945071,74635575,73625139,75409193,79507664,83334532,89193996,92587622,100884057,113549298,121786871,60300
303,29214239,35950917,37961494,44076648,49721730,58176867,64235053,73230593,72625538,72578278,76744018,71727935,71005871,74078442,73305162,76583619,76836180,84569259,90419477,95628165,102973079,109459884,129488211,60500
304,30390563,34025154,37818574,43955656,49916052,57922110,64533514,72447499,72024111,75841474,77740393,68886643,70773536,71312866,73713525,74664872,78913634,82984145,89784993,90981994,102544787,110573078,123870242,60700
305,29410255,33154578,37684319,41742793,51702216,56192752,65661532,72778931,73332080,73945657,75387938,73931714,71819949,70992153,73117774,77483894,76495785,83120597,90183156,92062531,101414405,109867385,123868075,60900
306,28837038,33830635,37351175,42796666,48544240,56550989,65902302,71095704,71097465,70965858,73384562,69275886,74148164,71824218,71610747,74630728,77744393,83625041,87000689,90543254,100524841,109259676,120507923,61100
307,29574888,33130946,37260120,43013758,49212136,57515691,63302827,72895566,69612853,75152146,74277898,72095121,69427236,71100969,72388284,72836422,75111294,81100502,90560131,91186429,101973080,108647716,123073530,61300
308,27684669,31704521,37053674,40909197,47326883,55933185,62659773,71782983,68881353,71623416,73104092,70476895,70693308,66627882,70014474,72497066,73860153,81631930,87732696,92645399,99132477,110014511,121147596,61500
309,28979874,31815863,37947678,42673738,47674753,57249009,64494868,71775763,70362884,71736859,71171994,71547988,71143434,70143178,70912760,73204787,76475011,81314902,86293089,90237846,96666881,109107839,119142175,61700
310,30033221,32093068,37643455,42889025,51496604,54926970,62163532,70176724,70063261,71068791,71606060,68228651,68212361,68687101,68180709,71417751,73992091,80387439,85921318,89727409,96983621,108331733,122207727,61900
311,28643087,33267665,36490559,39744913,49397136,55871202,63924352,72095050,69720647,71459239,71880363,70199739,69027008,71290898,71779634,72906952,74831903,79935298,86362792,90437795,96835685,108233213,118097226,62100
312,27834996,30933533,35209010,40041305,47721864,54781066,63278328,69889260,67290645,69675938,69648191,67133777,66790324,67459001,68209023,71343762,71738744,79160179,86663757,85650908,96749440,105388108,117269952,62300
313,26862465,30509143,36253995,41866065,47050531,55367997,61801796,72358272,70569664,72251834,73586546,66878578,68557638,67198101,69152736,69837390,75199164,80725143,85210885,88705395,98143865,108264373,117046998,62500
314,26549641,31643989,34523645,40540709,46168999,53738765,58796029,68622776,66447557,69213654,68406014,66139693,65361889,68361129,69271279,69302111,71333371,74439996,83421297,86374644,94384867,108704816,114677711,62700
315,26583116,30359822,34517205,38783332,46279146,52081406,60086133,68574064,67184524,71382350,67789687,65065576,65286970,66708395,66984760,68206914,72602320,77634289,82209505,85935246,93975641,107853036,115015319,62900
316,32649251,36833168,38131256,42126393,50744577,57684348,64424260,72861021,73507899,74190616,72350119,69836384,67740586,67173048,69057973,72084011,73192255,79718626,86891710,89327623,97316976,106398038,118616126,63100
317,25368610,29447190,33031797,37613630,44607006,53546425,60946338,66249889,66320327,66703861,67133638,66368356,65022949,65018180,65225146,67318376,70210222,75752540,82646589,86132676,92116568,104010850,114036553,63300
318,26027777,29996606,34913379,39755476,44642747,51209636,58339632,65197713,68073997,67755327,67213367,64163496,65244168,63262895,65069840,66900818,70620470,75728162,82923048,82866438,92495732,105583805,114220240,63500
319,24905297,29135418,32768782,37585389,45276124,51541571,57406386,65041884,66405366,68548618,66405942,63013270,65789798,64148625,65552376,65874129,68644030,75478406,81698132,82717063,88652386,102404466,113785131,63700
320,24418165,27933846,34126217,37733508,43749241,51494871,57639371,67437579,65477972,66759701,65965711,66195372,64492191,61681128,63210183,64857801,67406469,75377239,81892697,84190716,90662006,103078418,115785475,63900
321,24598348,28383259,32927934,38221296,43467423,50678575,59241610,66347648,66213469,67596000,65294859,66009187,65143262,65049051,63851100,65720648,69025920,75395685,80762977,83251400,88524184,100462677,115106213,64100
322,24189357,28734800,32737091,37913169,43658188,55605224,56394675,65756616,63600362,66078963,63062260,63716266,63957666,65818494,66805369,66459496,69294193,74407246,78438285,81512260,86115834,104338604,111236304,64300
323,24731621,30333562,33329963,36407495,43416114,51832870,58662155,64011782,67615883,66127495,64611346,63382479,63449964,63021535,63078450,67374748,67860243,73862988,79261549,80999128,88867171,103810450,113772704,64500
324,23860742,27253861,30984389,38115066,42216022,50042399,56522261,64280893,65537165,64213711,64259202,64196127,61783459,63434551,61255067,63697242,66613342,71263467,77527899,79898033,86136569,99107339,113505378,64700
325,26149961,30290503,32658353,35566914,42697688,51526696,58978858,63763905,67923820,66387793,64285902,62365388,62622884,63743928,61322271,64385375,66192207,76026953,80117117,81403246,87630944,102764867,116958248,64900
326,24628361,27770113,31812321,38505268,45016533,51694330,61820551,66151000,68640846,67864140,68246063,66393359,65240996,65364454,65145477,67252550,71367604,78354135,85288198,84050897,93968445,108240870,122429803,65100
327,23174914,28470318,29900430,36013022,42716744,49938044,57568672,62763052,63417171,62356361,63296787,65606333,62427922,61096181,60267984,61465119,67159009,72076323,73341814,76550870,85370218,98647528,111605781,65300
328,23801572,27128482,30936358,34375015,41825408,48342213,55976991,62992046,64462769,62798252,61944481,61457413,61212055,59501690,59774668,58950028,64415082,72587041,78240027,77815087,82604990,97460752,110162339,65500
329,22426711,27574317,31783280,33118443,39670390,47030518,56286190,59866999,64074228,63510016,60938600,61950630,60742595,61874966,60277580,60287271,63587849,69090755,75407511,76931382,84761139,97183480,109276003,65700
330,22337213,23947315,30491204,34150437,38915341,48478696,54293620,60754324,61976483,63388171,62213819,63245862,61276234,60216343,60009947,60528783,63285704,70454849,76576131,77063381,81267771,96680870,108599956,65900
331,28250938,31639385,34640493,38366683,44041236,54133158,61094714,66198525,66095204,65445735,66347897,64955603,64127369,62640182,62488331,61578085,67637544,71949166,78190542,79440796,87020385,100905637,113644849,66100
332,22884516,25566231,30698971,34286730,40471246,49475659,54330796,58592783,60553219,61238118,59983381,60879828,60185327,58712039,57547067,61410176,64158577,69923769,74652662,76155879,81767017,95342013,105717488,66300
333,21508793,25396486,29370022,33423533,39903999,47925010,54896242,59310312,62120291,60282926,60846174,59502592,58294632,60351823,59559737,60224926,62256844,67590019,72251990,77708326,81093164,96031000,105364764,66500
334,22862278,26220940,28028874,34009240,38263301,45185715,55551467,60935560,60775931,63043579,58799478,58749581,57362281,57874680,58559783,59471059,63235861,67295375,77096030,74656467,83449781,94662265,107807935,66700
335,20648514,23521589,29264664,31946016,39581722,45024920,53176511,58923868,58631303,58200467,58607105,58530401,58574080,59611434,56557559,60760084,61569695,67761972,72583870,75253316,82037013,93505442,106023964,66900
336,20743998,25495480,27785644,32447035,39392478,46982352,55349138,60545980,61533382,61314571,60580284,59962653,57263934,58636678,57683716,61956964,63166860,67492868,75863504,78856032,83428321,94481454,109597234,67100
337,23011863,26941715,29333632,33499603,40198456,47276575,52801940,60812303,57952506,59885940,62778379,60775255,59591567,59266100,57401554,59278383,63649937,67076309,70761517,76606379,81197090,90068069,105886778,67300
338,21117317,24337398,28408610,34435435,39539261,46932163,52488514,58128179,59589114,59714682,58460855,57560075,57629242,59928180,55660836,58746219,61694975,65431289,71844843,71650940,80424430,92432785,105307320,67500
339,21090225,24073507,28526639,33505930,38873982,44484795,51130895,57872506,58183505,60354884,60222752,58182258,57239489,55350323,57041773,57962519,59445957,63244507,71517644,75212094,79165418,86874097,104689531,67700
340,21798838,23956310,26640108,33068981,38646673,45307894,51901065,58185119,59509916,58286555,59352423,58565267,56781931,57003710,57735357,57187791,60435343,65357096,69753498,75088222,79066792,90769592,103237800,67900
341,20285179,22748341,28797498,33295815,38732777,45139681,53074410,58731565,57968223,60251318,61043075,58824473,57616974,56434596,58402854,58586455,61060758,65688205,70002021,74342580,78943676,90718551,105688946,68100
342,20892716,24066536,27749591,30976631,37071211,43033001,55439093,56001165,57595860,57285213,57243057,55281326,55713912,55111536,55258099,57778676,60244090,62095400,69147956,76158214,77807746,88770340,102517699,68300
343,20542301,24046756,27890805,31041797,36318249,44360899,56653893,55424889,59308346,57999916,56534362,59358805,55136169,57233712,55037349,59660756,60588485,64431369,69180887,71975076,77161286,88195796,102465832,68500
344,20392428,23105329,26789664,30559518,36358500,44683885,50661488,57633530,56777090,56332617,57098407,54916426,55805756,57496389,55025499,56197550,58104933,61631879,67060436,70334553,77253483,86084721,100694408,68700
345,19654822,22164927,27731508,29575610,35918079,42250907,51058603,54690809,56608783,56917261,55685779,52528981,56088878,55929845,54065207,57857743,58737886,62249593,68891398,70900881,73898462,85966103,98661492,68900
346,21862367,24010245,28614671,31542818,37636333,45277851,51979205,62805816,57707022,57547407,58632174,57940790,56530172,57020276,56556127,56771357,59968937,67206422,71472293,74085674,76370896,89930199,100523655,69100
347,20132873,22686015,25926702,30628165,35588472,42699093,49953148,58011831,54863359,55580553,55213412,55003532,54045098,53700698,51791343,56122902,57057508,62707670,68833189,69416357,77951957,86613669,97673841,69300
348,19828415,22419242,25615802,28140955,35519225,41683347,48249887,56110803,54970380,54365962,55562146,54268226,55567235,56496686,53245132,56467012,55813783,61464371,66011072,70818022,74962958,88407860,98151398,69500
349,19654261,23308869,27489913,28915559,34857945,42338576,49823685,55595584,55392566,54603246,56937449,56746492,54462123,55791661,53465864,54697545,58001063,63389794,66982601,69113149,75755351,85066002,96974017,69700
350,19861466,21805548,26307602,29905309,35133772,41749879,49846491,56474123,56737849,57307389,56034012,54372054,57212159,56669867,56268358,57959777,58863048,64280392,69908837,72302031,78973010,89291067,99745556,69900
351,18520550,21786044,26940278,32417306,38187982,45342813,55882757,64038121,63364020,65093250,63375273,62032271,60334047,60931307,58839079,60819760,67940803,71957675,75603065,78357106,86264124,98230496,109961893,70100
352,19710077,21264333,24527565,29255569,33977552,41180449,48237633,53805812,52793321,54948530,54511584,52973860,52229260,55296936,51202473,54171370,57167650,60800064,68094275,67680265,78315998,85864725,96629006,70300
353,17459490,20755862,24296787,28572903,33304038,41410858,46553082,54775276,65059731,55215347,55526209,52674745,54157221,53518423,55071935,53311216,56297343,61493463,64615254,68417375,73295810,84869912,97922699,70500
354,18200510,21147626,23672994,28806034,33310337,40516674,47840723,53400836,54178448,54064394,54672450,51559289,51735671,51433976,52329966,52244224,56272912,60377913,65054331,68218241,74979473,85241259,98567950,70700
355,18576180,20434413,23394082,27956230,34660800,38882787,48475471,53626768,53267407,53329213,54799766,53722058,52477566,52871072,52160462,54078365,56833763,59450604,66418797,67762655,71695236,83327817,93483241,70900
356,17965884,22047399,23887090,28123715,32877980,40261613,48802418,53587325,53426424,63852797,54486167,53064896,50710750,52049307,53216224,53324328,55722654,61060092,64387820,67659069,72601605,83189056,96150813,71100
357,17295711,20195404,24254118,26325707,31789601,38606578,46698105,52342993,51597246,53490124,53889253,50619825,51042859,50758426,51518893,56696868,53143429,58635797,63617158,65492582,72653571,84309892,92304086,71300
358,18832738,20420928,23700544,27688538,31964651,39460102,47880458,52603914,51347452,53251695,54742025,49577588,51610829,53347410,52245882,55428283,54565241,61094956,64237975,66668998,71448517,86027263,94674529,71500
359,18450673,21190094,21977173,27200106,33262353,38488481,46441992,53054607,51016289,51140419,52195470,51800951,51076167,50573256,50569518,51244017,56520844,58442942,64341678,67348509,75549755,81404111,95343241,71700
360,17626402,20839689,23442174,26305293,32437153,36913804,46538318,51567783,50976608,52785766,52481757,50714150,50411989,51238740,50260054,52580956,55325541,58334783,64338369,66200686,70183534,82191837,89906528,71900
361,29627786,31136500,34205100,38243161,43510069,51824677,60651100,64925659,63842340,64005061,63099705,59774758,57810282,58292972,55850485,58859889,62496179,64813426,73737406,72679471,80629963,92617366,101142678,72100
362,17279407,19391029,21429060,27612920,31494756,38802224,45849856,49120933,50640861,51253937,50977058,51586235,52260770,50050497,50026862,50563947,54259218,58988871,61248993,64571178,70378621,81656936,91998792,72300
363,16883286,19162905,22122731,28955848,32836783,36877479,45924365,50802899,51445362,52347096,52223363,49763797,48136151,51993567,51586850,49089636,55411785,56456909,60307196,65609307,71028023,77308814,89611940,72500
364,17998660,19870888,21296695,25870447,31542124,37389428,44377522,49347520,50193703,50023197,50815292,49866969,51994260,50528073,49116065,51626986,53327965,57957989,61850812,62419571,68270757,79275506,89564530,72700
365,16979979,19605554,22503880,25196467,32127823,36362615,43498208,54686014,50921679,53012713,62568901,50207604,48907868,49505710,48832265,49531762,55667023,57316600,60627038,62857467,72518310,76842096,91337424,72900
366,17995840,18998528,22153713,26782332,30530149,36499071,45956213,50456322,49711594,53112321,49458710,49984000,48943660,50927423,51303745,50784128,53410661,57251813,63658110,62759590,69765120,78287562,91160393,73100
367,17508179,18342118,21489324,24470940,30278205,37162956,43888963,49843612,49917209,48315280,51261392,49727417,49195650,47199806,47927055,49076544,51057086,60585231,59076207,61736971,68622149,76399228,87626909,73300
368,16213406,18811837,20657063,26012522,30099965,36172198,45613269,50448938,49588961,51049424,50650931,46780678,47409779,50375720,49756623,52809394,52376953,56185017,60748029,62392684,67602247,76022312,90954491,73500
369,17601477,20129199,20560030,24341172,28701806,35288106,42628418,47469656,48467184,48724937,50505732,46723724,50654283,47755141,48624217,50355978,52745430,53598321,59481490,62648998,66948774,77634186,85312454,73700
370,17621418,18644087,22195955,25690096,30569674,35276015,46155621,49230871,48576223,50358749,50679903,48077597,47883694,48455098,46885558,49172680,51496868,55867110,58973008,60959480,67136795,79967315,87910580,73900
371,17755932,19540427,20845823,24498091,30105353,36364831,44677325,50093235,48512921,49749671,48492289,48346059,44560178,47855242,47018428,49681923,51068845,59216179,65178923,63051316,67270604,78884009,86497361,74100
372,16464040,18622911,21125255,24969201,30841187,33930944,42481002,48202503,46658788,48845633,48362409,46680927,46873738,45639173,47602292,49870430,49668134,56486173,59549584,61101281,65387915,75479299,86599782,74300
373,16282247,18570170,19962675,23630636,30179934,35231429,43425868,46373538,49362046,50266790,49425886,47824204,46023617,45716502,47067700,48579748,50437567,55112302,58184730,62199717,66754158,75809390,82808565,74500
374,15932070,17441746,20086839,23715080,30624376,34126365,43415885,47485498,48334014,49195586,50298242,54367345,45589511,45648822,44459163,46775964,51762096,55274497,59165139,59730873,66670708,76312403,84942233,74700
375,16408477,18349349,20729786,23469403,29794069,36306207,42144426,48942137,49823137,49053748,49110254,50547450,44582634,47305730,47012116,47969977,50552676,52726850,61308468,63812251,68076635,75970573,85875037,74900
376,18765859,20939357,23086349,25403221,32611109,37558978,46560294,51308916,51669918,53212343,52428491,52550536,49923543,49992756,50411513,52343375,55997058,61802613,65570442,65695137,74882499,85142944,97032628,75100
377,15197715,18264786,20583630,21686257,28123107,33688997,41274269,46124540,47171614,47126181,47945957,47510496,46683283,46122222,43676585,47275276,50013453,54400967,57819025,58912023,64827811,76014091,84361337,75300
378,15994694,17884550,21184906,23927967,28632691,33992242,39132319,46858507,47052704,44860476,46271133,44823991,44080868,45378298,47466507,44711671,49563593,52499714,57159205,59681524,64456050,76042169,86776527,75500
379,16914813,18372894,20643702,25320647,27939437,34066807,42347550,48283659,48191701,46811831,46434772,44832728,44107921,44527399,46899013,46941918,48676975,52654412,58419236,60724435,63037523,74205532,84484304,75700
380,14975056,16056782,17387194,23037988,26468933,33338167,40470468,44572962,46276564,48215657,46126190,43125725,43182503,43792983,44861542,46151351,49952322,53204182,58187518,62085643,61658291,70714833,82000798,75900
381,14902459,18235888,19432533,23532169,26301981,33650065,42178501,46556712,44623122,44095706,46352395,44070459,44879441,41710231,43471735,47432254,50567578,52608731,55696415,61025784,63835712,73694087,85066570,76100
382,15400665,17677598,19861079,22445199,27719877,33317469,39622821,45075430,45863197,46414641,45473705,44278357,41893061,44026299,43424369,46805637,47156609,49916954,56045808,58199941,64748760,73984400,81520001,76300
383,15152977,16108383,19882107,22964676,27976631,31967830,39475589,46945907,44374657,43952147,46261777,45009423,44969060,41020169,44380174,43128415,46726440,50169245,54871535,58796624,62602470,72510176,81088740,76500
384,14850866,16244351,20093636,22719823,25041124,31145066,38799592,44296059,44593645,44463594,46180050,41657107,41160096,40073596,41300065,45621605,45819418,51258560,53831965,56364482,60725958,69774811,80428053,76700
385,16416823,17783363,18475904,22193380,26124498,31190888,37490218,45402153,45823919,44006503,44159874,43459768,43270306,41792830,42692738,44392442,46914156,52371887,55310935,56996504,62957864,73157795,80666123,76900
386,14347246,16122869,19443989,23545252,26866233,34534205,38660972,46706254,46932058,46012576,46582327,42792891,41486905,42582152,42808803,44600705,47148114,51677910,56118497,59371971,65925992,71507029,83872878,77100
387,14807311,18130943,18819904,23015934,25398391,30184985,38169333,43766776,42777059,45129498,44198253,41446702,39523310,41367726,40541822,42348685,45542915,49161310,54285512,58476415,61518143,70581828,77930674,77300
388,14263183,17374641,18153393,21433561,25806520,31754571,40929349,45363328,43066752,45368120,43662253,41499637,42973208,55796012,54544879,53927462,46103597,48225554,54212846,57499093,60136963,67939034,80020976,77500
389,13916024,17309818,18728974,20249642,25777239,31142530,38201159,41991768,43632678,43057444,42212416,41856639,41966732,43916701,42137516,44898588,45474515,48048704,53302620,55631800,59481315,70203414,79305250,77700
390,14136669,16391277,17442829,20650701,25367330,29334937,35897420,45298462,42533564,43778175,44822676,42161468,39549107,39882166,41721909,44116637,44118100,48875045,53902488,54472002,60914715,68816860,77775168,77900
391,17912743,19370111,22146566,24013479,30444080,33886774,41995103,47529130,46074514,47267510,43990768,42240630,43077659,43119117,44038292,43852602,46052927,52461150,57060229,60678846,66773224,74747387,84450751,78100
392,13199785,16461040,19379072,22158108,25420932,30164478,36535348,40403788,43268193,43087296,43128225,40736532,39750450,41351677,40505160,43729035,43463887,49626048,52879421,53686245,59521821,67950149,79016952,78300
393,13916399,16011965,18205559,21745619,24938270,28916569,36404504,42560265,44181245,44405205,42710440,40732031,39079028,41239310,41609995,41518170,55511001,48331929,51904260,55148079,59741757,67044224,75941363,78500
394,13897874,15699829,17538002,21042926,25591498,29307584,36231094,42610743,44136890,42925152,41809240,40647919,38645826,40438910,41302964,41392764,45228276,45793323,50720424,54979642,59081077,67704068,76364984,78700
395,13535160,14973607,17829119,21456257,23692174,29063275,36335832,43085691,42821661,44106463,42016785,40087681,38617067,38257933,38667782,40911378,45203511,47175202,50548504,56114168,57091358,67260758,77993325,78900
396,12550470,14354125,17108946,21660129,24925542,29072680,34114513,39821796,43401707,42368598,42704825,40059122,39223094,38346544,39568488,40612272,43475112,46423864,52031034,54457658,59973668,65711739,75948665,79100
397,14131040,15477812,17889323,20509492,24263849,27294510,34873848,41365819,43142606,42102048,42256770,39082149,50256049,37564332,40085490,40335040,43468674,47535811,50887049,54399296,59367725,70696102,75075576,79300
398,14050105,16399229,17783990,19957026,24877152,28622055,34699893,42133234,41137931,43443041,41019288,39942652,39543331,37009723,40066334,41748428,42125131,60969250,52234399,53868984,58923485,69592194,75380180,79500
399,14091996,14206492,18020892,19845973,24156482,26675025,33241792,41543479,40003499,40572483,39496441,36970211,37264152,37995344,39302967,39897821,43509710,49724682,50931095,52854089,58127518,66641214,73924233,79700
400,3937899325,4312051296,4650991876,5294050929,6175823137,7215573507,8494335276,9637543706,9273524711,9125548676,9130024903,8985912068,8700109397,8968627820,9367861381,9994478750,10437662409,11666172996,12597051468,12991917984,14312415493,68510148,77362586,79900
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76005257,86517251,80100
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68550566,73144466,80300
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64935421,73838272,80500
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61182567,74471777,80700
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63211371,72351614,80900
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65514221,76212878,81100
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65459274,74069462,81300
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61100495,71296333,81500
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63450690,72251083,81700
410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61725226,72959819,81900
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61138775,70732865,82100
412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61111663,70744129,82300
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63764559,72355465,82500
414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63688046,68454429,82700
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60981267,68684176,82900
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63951136,71425916,83100
417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61311504,68345103,83300
418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60977112,69653437,83500
419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56741195,68557316,83700
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58662369,72829460,83900
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64745599,75641416,84100
422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56246954,67646218,84300
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59027847,63866651,84500
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57654650,68140165,84700
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59461884,68967386,84900
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61048227,73628053,85100
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55951664,67637428,85300
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58170617,64340278,85500
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78836663,68421230,85700
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59685122,62945538,85900
431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58518612,67788880,86100
432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58118504,63147544,86300
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55713272,65494452,86500
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53566146,61702432,86700
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53130494,62977162,86900
436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54890331,65674661,87100
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52103147,62968862,87300
438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51802169,61027114,87500
439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53842539,61225476,87700
440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55291197,60608858,87900
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54839109,63760447,88100
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52781378,61670868,88300
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51241919,60640227,88500
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50215800,58458522,88700
445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52001718,64546237,88900
446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51932229,60685091,89100
447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47812753,60241142,89300
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48971984,59484187,89500
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48262001,57756743,89700
